product_query,video_id,video_title,video_url,channel_name,published_at,view_count,comment_count,video_like_count,comment_id,author_name,comment_text,cleaned_comment_text,comment_like_count,detected_language,updated_at,sentiment_label,aspect_label,review_notes,is_empty,is_deleted,is_short_comment,is_single_word,is_spam,is_removed_by_cleaning,is_translated,is_ambiguous,is_future_demand,is_language_error,is_question,is_unrelated
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgxSOBFhpNq3Tdo6hsh4AaABAg,@CalebJennings-dq8sw,Can you play games like RDR2 on the Steam Deck? You said you can’t really play GTA online. Can you play GTA single player?,can you play games like rdr2 on the steam deck? you said you can’t really play gta online. can you play gta single player?,0,english,2026-03-12T05:12:06Z,Neutral,Gaming,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,UgzA2ugW_KjYEvs8QCh4AaABAg,@vizit8184,I play the Witcher 3 with a 45 fps lock and medium-low settings. The steam deck was running for 3.5 hours,i play the witcher 3 with a 45 fps lock and medium-low settings. the steam deck was running for 3.5 hours,0,english,2026-03-03T09:26:31Z,Neutral,Gaming,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,UgyRjM-ia0oiPFicVy94AaABAg,@nintendork07,you can't really say they didn't raise the price when the only OLED model is equivalent to the highest end model. there's no way to get a 64 or 256 GB cheaper version,you can't really say they didn't raise the price when the only oled model is equivalent to the highest end model. there's no way to get a 64 or 256 gb cheaper version,1,english,2024-11-02T00:14:37Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,Ugwbrk9c3BatXxC_jAp4AaABAg,@egovoronum,Bro compared 60 fps to 540p30fps 😅,bro compared 60 fps to 540p30fps 😅,0,english,2026-01-09T17:53:50Z,Negative,Gaming,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,Ugx-rqj88CvDUduQ8fl4AaABAg,@rustybushel6220,We need a switch 2 upgrade for The Switcher 3.,we need a switch 2 upgrade for the switcher 3.,1,english,2026-03-11T22:22:27Z,Neutral,Hardware,Future Demand,False,False,False,False,False,False,False,0,1,0,0,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,Ugy6S8GKlRkR43lOwvp4AaABAg,@brandonamthor,"So no answer, thanks","so no answer, thanks",0,english,2025-11-18T05:00:12Z,Negative,Purchase Intent,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,SSvi521GzFI,Steam Deck - Handheld Gaming Redefined?,https://www.youtube.com/watch?v=SSvi521GzFI,Venom's Tech,2022-12-20T12:22:19Z,890394,1348,27468.0,UgyjqrEnihlNo0JUnbZ4AaABAg,@INDIANARMYZINDABAD777,VENOM BAI KISI SHOP KA ADRESS BTAO JO STEAMDECK MAIN GAMES DALTA HO DELHI MAIN ????,venom bai kisi shop ka adress btao jo steamdeck main games dalta are delhi main ?,1,hinglish,2025-09-18T13:11:50Z,Neutral,Purchase Intent,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgzTeY35UZt3G9ANH_h4AaABAg,@americandragon2022,"Switch 2: Plays Rainworld
Steam Deck: Plays Rainworld

I won't see whats wrong here",switch 2: plays rainworld steam deck: plays rainworld i won't see whats wrong here,0,english,2026-05-19T23:29:51Z,Positive,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgzQOLRA77tMH_L8HDV4AaABAg,@afterhours-prod,Pubg mentioned in big 2026?,pubg mentioned in big 2026?,0,english,2026-05-12T09:04:16Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,Ugzwd1Vuttb3zCkbhXN4AaABAg,@ekaaen,Venom bhai amazon me lcd steamdeck 24k me mil rha h kharid luu ?,venom brother amazon me lcd steamdeck 24k me mil rha h kharid luu ?,1,hinglish,2025-01-16T14:39:23Z,Positive,Purchase Intent,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,Ugzl7w5JowluUf1X9Uh4AaABAg,@jajajajajaja867,"I’m starting to think valve should consider taking a major risk and take a loss on the steam machine and deck, just to get more users in the steamos ecosystem, present a decent case to the game publishers that a big chunk of their player base are now on steamos/linux, open up the kernel level anticheats on major triple A titles like CoD etc, snowball effect. The time is now to get users off windows. Proton is nearly perfect. It would be extremely risky but if they have the capital to make a loss or even just break even on the hardware for the meantime, it could prove massively beneficial for the future of the company and PC gaming as a whole.","i’m starting to think valve should consider taking a major risk and take a loss on the steam machine and deck, just to get more users in the steamos ecosystem, present a decent case to the game publishers that a big chunk of their player base are now on steamos/linux, open up the kernel level anticheats on major triple a titles like cod etc, snowball effect. the time is now to get users off windows. proton is nearly perfect. it would be extremely risky but if they have the capital to make a loss or even just break even on the hardware for the meantime, it could prove massively beneficial for the future of the company and pc gaming as a whole.",2,english,2026-06-03T20:05:45Z,Positive,Price,Future Demand,False,False,False,False,False,False,False,0,1,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgxHAjqLzlrI9YOybPJ4AaABAg,@larswalzberg8486,"its 1000,- here in germany!!! its not such a good value with that price anymore","its 1000,- here in germany! its not such a good value with that price anymore",0,english,2026-04-23T09:11:01Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgwGUBbZmuhpP4c-_OV4AaABAg,@leonc9760,The problem is (many) game Devs don't optimise their games well and/or design them to be played on monster pc's only,the problem is (many) game devs don't optimise their games well and/or design them to be played on monster pc's only,0,english,2026-04-24T16:09:22Z,Negative,Software,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,wFkqqaBz7SE,That's It...I can't recommend the Steam Deck anymore.,https://www.youtube.com/watch?v=wFkqqaBz7SE,The Comic Book Gamer,2026-05-29T01:11:53Z,8066,148,230.0,UgwumObKB_SZRSkr2t14AaABAg,@maaatefi,"I got my OLED edition for just under $550 used before the price hikes. Although I admit it's growing on me, I have to say it's just good so far and not mind-blowing. There's no way it's worth it at the current prices.","i got my oled edition for just under $550 used before the price hikes. although i admit it's growing on me, i have to say it's just good so far and not mind-blowing. there's no way it's worth it at the current prices.",3,english,2026-05-29T14:01:08Z,Positive,Display,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,SSvi521GzFI,Steam Deck - Handheld Gaming Redefined?,https://www.youtube.com/watch?v=SSvi521GzFI,Venom's Tech,2022-12-20T12:22:19Z,890394,1348,27468.0,UgyzJVJ9xrS5LrcpIrx4AaABAg,@MicalMayers.,"So called tech creators unboxing only mobile 📱 
While this man is at the pinacal❤❤❤
Love u venom bhai",so called tech creators unboxing only mobile 📱 while this man is at were pinacal❤❤❤ love u venom brother,0,hinglish,2024-03-20T05:22:30Z,Neutral,Spam,,False,False,False,False,False,False,True,0,0,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,Ugz1QowWGuD5Cg78tOF4AaABAg,@carlosrayo6092,"worth or not i'm gonna get it, i have the lcd (it's not bad) but the reason why i want the oled is not because the wide screen or anything, but the battery, and yes i am dead serious here","worth or not i'm gonna get it, i have the lcd (it's not bad) but the reason why i want the oled is not because the wide screen or anything, but the battery, and yes i am dead serious here",0,english,2026-05-29T09:12:03Z,Positive,Battery,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgwoB2LtPGivz0EqfH54AaABAg,@ElTierrez,I sold my steamdeck oled because I got laid off and I needed extra cash....a year and a half later I regret selling it and these items are all sold out lol,i sold my steamdeck oled because i got laid off and i needed extra cash.a year and a half later i regret selling it and these items are all sold out lol,0,english,2026-04-30T03:15:52Z,Positive,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,UgyxmkgB9OlR93skXPx4AaABAg,@evilcrashbandicootthetouho2753,"Nick fake video 
Switch 2 bettery life was shorter than deck lcd to become longer than oled",nick fake video switch 2 bettery life was shorter than deck lcd to become longer than oled,0,english,2025-11-22T15:47:53Z,Negative,Battery,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,UgwUNmZ-JNcqkgqv-TJ4AaABAg,@andrentaz,Oh yeah! Looks like I’m not getting a steam deck after all,oh yeah! looks like i’m not getting a steam deck after all,0,english,2026-06-02T00:07:51Z,Negative,Purchase Intent,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,UgwrdQJ8sxaKLZQpyfN4AaABAg,@FrancoCastro,I got a gaming pc with a 5070 in Costco for like 1500 usd last year. Right now a similar machine is 2200. Just crazy,i got a gaming pc with a 5070 in costco for like 1500 usd last year. right now a similar machine is 2200. just crazy,0,english,2026-06-03T22:00:55Z,Neutral,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgwzbK-9TSDDtg0ZzxV4AaABAg,@UntitledVideoChannel,"Steam Deck: overall cheaper games
Nintendo Switch: you can play with friends locally",steam deck: overall cheaper games nintendo switch: you can play with friends locally,0,english,2026-04-28T22:08:51Z,Positive,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgyM0bix7qdi0QXPPEd4AaABAg,@lamario,"Nah, the Stream Deck doesn't have a problem, gaming has a problem and it's called Unreal Engine 5. Everyone is using it, very few effectively. 

My SD is now my main & only gaming specific device. As someone who grew up gaming (SNES was the first console I owned, but the Atari was the first I played), it's really impressive that I can play many newer games (God of War, Spider-Man, Replaced, Satisfactory, etc.) with little performance issues on a handheld device. Gone, should be, are the days of handheld specific versions of games and now it's the same game you may just have to lower the resolution of.","nah, the stream deck doesn't have a problem, gaming has a problem and it's called unreal engine 5. everyone is using it, very few effectively. my sd is now my main & only gaming specific device. as someone who grew up gaming (snes was the first console i owned, but the atari was the first i played), it's really impressive that i can play many newer games (god of war, spider-man, replaced, satisfactory, etc.) with little performance issues on a handheld device. gone, should be, are the days of handheld specific versions of games and now it's the same game you may just have to lower the resolution of.",0,english,2026-05-07T15:31:03Z,Neutral,Software,Future Demand,False,False,False,False,False,False,False,0,1,0,0,0
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,UgzBX-HiNR6Y4FouaCZ4AaABAg,@soumya703,Bhai Rog ally Extreme abhi 40K ka hai. Is it worth?,brother rog ally extreme now 40k ka is. is it worth?,0,hinglish,2024-12-31T07:51:51Z,Neutral,Competition,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,Ugw3q7S-zCP_rgihgFB4AaABAg,@utkarshkumar2196,intel b580 ka review kab?,intel b580 ka review when?,0,hinglish,2024-12-26T12:14:39Z,Neutral,Hardware,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,Ugxee8ed-buZehgWkjR4AaABAg,@HailzStormz9k,"Ofcourse a product made like  ""yesterday "" will perform better. Thats how tech works. Or do you my dear sir dont tell people that? This video is shit","ofcourse a product made like ""yesterday "" will perform better. thats how tech works. or do you my dear sir dont tell people that? this video is shit",0,english,2026-05-21T00:11:15Z,Positive,Hardware,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,UgwDntElGZLHsnsaLfF4AaABAg,@MestoloCosplay,"The witcher 3 on steamdeck is a game, on Nintendo is only a shit porting.","the witcher 3 on steamdeck is a game, on nintendo is only a shit porting.",0,english,2025-12-04T23:48:58Z,Positive,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,Ugzs0OEFKju_fCXX9fl4AaABAg,@jontechie,"My thoughts also, they should just discontinue the production of the steam deck and focus on steam machine","my thoughts also, they should just discontinue the production of the steam deck and focus on steam machine",0,english,2026-06-04T05:31:36Z,Negative,Hardware,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,UgxjJD0-KQpIb7Iby614AaABAg,@Worvach,Steam machine will be a catastropic failure if it's not 500-700 USD. While rasing cost are a valid reson for price to be higher. But people will simply not have liqudity to buy it. Steam Deck succes was in massive part due to it's pricing being in reach of large demograpic aroung the world. 1000 USD Steam machine is DOA (dead on arrival) if its more it might even kill entire Steam Hardware branch momentum.,steam machine will be a catastropic failure if it's not 500-700 usd. while rasing cost are a valid reson for price to be higher. but people will simply not have liqudity to buy it. steam deck succes was in massive part due to it's pricing being in reach of large demograpic aroung the world. 1000 usd steam machine is doa (dead on arrival) if its more it might even kill entire steam hardware branch momentum.,0,english,2026-06-03T22:53:59Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,UgxD45izDVOF9P0CqWt4AaABAg,@Sweet_Sanitairé,What are universal face buttons?,what are universal face buttons?,0,english,2025-07-30T03:12:55Z,Neutral,Other,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,UgygLxlGV4ikTJpUCUN4AaABAg,@tovaritch1989,Ведьмак 3 на стим дек стоит 300 рубдей в на свитче 5к ?😂,the witch 3 on the steam deck costs 300 roubles in on the 5k scroll ?,0,unknown,2025-12-08T02:37:46Z,Neutral,Price,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,Ugx3W1qXkqmC1JnZkNh4AaABAg,@Kriss3206,"Ich habe mir vor einem jahr eins gekauft und nie damit gespielt 😂.
Jetzt wo ich hörte das viele eins haben möchten aber keins bekommen macht es mir spass damit zu spielen 😂😂😂🎉🎉🎉🎉",ich habe mir vor einem jahr eins gekauft und nie damit gespielt 😂. jetzt wo ich hörte das viele eins haben möchten aber keins bekommen macht es mir spass damit zu spielen 😂😂😂🎉🎉🎉🎉,0,english,2026-05-01T16:20:00Z,Neutral,Other,Language Error,False,False,False,False,False,False,False,0,0,1,0,0
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,Ugxq6FYWGDKqNERceC14AaABAg,@fookoff8660,"absolutely terrible review. no benches, nothing about temps, nothing about how portable it is... this channel is as usual the worst ever","absolutely terrible review. no benches, nothing about temps, nothing about how portable it is. this channel is as usual the worst ever",1,english,2025-07-30T12:22:29Z,Negative,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,Ugy91w9sXO5BlSimuP14AaABAg,@The_Great_Gazoo_80,Can this connect to a tv?,can this connect to a tv?,1,english,2025-11-26T20:54:18Z,Neutral,Other,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,Ugw_TqK2Du7PvgFFNy94AaABAg,@zzaaa156,I SAW THE CROP AT THE START IND NOW I CANT FOCUS ON THE REST 😭😭😭,i saw the crop at the start ind now i cant focus on the rest 😭😭😭,2,english,2025-07-14T00:48:36Z,Neutral,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,Ugw-wNyxsXHVMmsSUrp4AaABAg,@urban7514,"The steam machine is done, 1000? you say? Naaaaa… try 2k. DON’T BUY!!","the steam machine is done, 1000? you say? naaaaa. try 2k. don’t buy!",1,english,2026-05-31T13:37:54Z,Negative,Price,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,Ugwn2tnzGr-9mQ477Zp4AaABAg,@bob-ps2dn,i liked the part where he used the product that we all clicked on this short for.,i liked the part where he used the product that we all clicked on this short for.,0,english,2025-11-03T02:33:50Z,Positive,Display,,False,False,False,False,False,False,False,0,0,0,0,0
